                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.72765,                 0.3544,                0.83599,                0.99909,                0.99767,                0.99492,                0.85671,                0.67483,                0.32309,                0.82765,             0.00035499,             0.00035499,             0.00035499
                    161,                 0.7203,                0.34737,                0.82902,                0.99353,                0.99936,                0.99497,                0.86491,                 0.6522,                0.31446,                0.82323,             0.00034674,             0.00034674,             0.00034674
                    162,                 0.7151,                 0.3442,                0.83683,                0.98051,                 0.9979,                0.99055,                0.85268,                0.66255,                0.32164,                0.82414,             0.00033848,             0.00033848,             0.00033848
                    163,                0.71368,                0.34501,                0.83211,                0.98786,                0.99349,                0.99215,                0.85985,                0.65733,                0.31566,                0.82373,             0.00033023,             0.00033023,             0.00033023
                    164,                0.71036,                0.34453,                0.83541,                0.99608,                0.99936,                0.99475,                0.85983,                0.66425,                0.31383,                0.82455,             0.00032198,             0.00032198,             0.00032198
                    165,                0.71794,                0.33858,                0.83809,                0.99606,                0.99643,                0.99499,                0.86957,                0.65262,                0.31099,                0.82231,             0.00031373,             0.00031373,             0.00031373
                    166,                0.71331,                0.33853,                0.83704,                0.99857,                0.99942,                  0.995,                0.87274,                0.63109,                 0.3075,                0.82069,             0.00030548,             0.00030548,             0.00030548
                    167,                0.70111,                 0.3325,                 0.8378,                0.99883,                0.99691,                  0.995,                0.87343,                0.63658,                0.30451,                0.82145,             0.00029723,             0.00029723,             0.00029723
                    168,                0.71876,                0.34273,                0.82609,                0.99923,                0.99685,                  0.995,                0.87462,                0.63716,                0.31051,                0.82121,             0.00028897,             0.00028897,             0.00028897
                    169,                0.71769,                0.34052,                0.83258,                0.99913,                0.99629,                  0.995,                0.87732,                0.62221,                0.30632,                0.81822,             0.00028072,             0.00028072,             0.00028072
                    170,                0.72077,                0.34242,                0.83596,                      1,                0.99815,                  0.995,                0.87335,                0.63831,                0.30861,                 0.8197,             0.00027247,             0.00027247,             0.00027247
                    171,                0.70183,                0.33505,                0.83588,                0.99984,                0.99818,                  0.995,                0.88013,                0.62752,                0.30157,                0.81885,             0.00026422,             0.00026422,             0.00026422
                    172,                0.71618,                0.34007,                0.82691,                0.99987,                0.99795,                  0.995,                0.88014,                0.62054,                0.30142,                 0.8173,             0.00025597,             0.00025597,             0.00025597
                    173,                0.72873,                0.33953,                0.83587,                0.99689,                0.99781,                  0.995,                0.87384,                0.62572,                0.30324,                0.81833,             0.00024772,             0.00024772,             0.00024772
                    174,                0.70123,                0.33222,                0.82809,                0.99291,                0.99933,                0.99451,                0.86995,                0.62219,                0.30289,                0.81768,             0.00023946,             0.00023946,             0.00023946
                    175,                0.70451,                0.33979,                 0.8328,                0.99693,                 0.9988,                0.99451,                0.87582,                0.61281,                  0.303,                0.81665,             0.00023121,             0.00023121,             0.00023121
                    176,                0.71518,                0.33428,                0.82733,                0.99385,                0.99892,                0.99485,                0.87862,                0.60389,                0.29915,                0.81555,             0.00022296,             0.00022296,             0.00022296
                    177,                0.70362,                0.33775,                0.83181,                0.99616,                0.99891,                  0.995,                0.88072,                0.60897,                0.29923,                0.81607,             0.00021471,             0.00021471,             0.00021471
                    178,                0.70672,                0.33509,                0.83928,                0.99599,                0.99926,                  0.995,                0.88542,                0.59858,                0.29757,                0.81504,             0.00020646,             0.00020646,             0.00020646
                    179,                0.68804,                0.32901,                 0.8336,                0.99615,                0.99924,                0.99497,                 0.8822,                0.60415,                 0.2973,                0.81587,             0.00019821,             0.00019821,             0.00019821
                    180,                0.68913,                0.32698,                0.82171,                0.99641,                0.99936,                  0.995,                0.88341,                0.60245,                0.29644,                0.81524,             0.00018995,             0.00018995,             0.00018995
                    181,                0.68265,                0.32806,                0.83451,                0.99989,                0.99876,                  0.995,                0.88969,                0.59879,                0.29412,                0.81471,              0.0001817,              0.0001817,              0.0001817
                    182,                0.69643,                0.33136,                0.82552,                0.99532,                      1,                  0.995,                 0.8858,                0.59393,                0.29229,                0.81379,             0.00017345,             0.00017345,             0.00017345
                    183,                 0.6754,                0.32736,                0.82721,                0.99877,                0.99691,                  0.995,                0.88793,                0.60065,                0.29315,                0.81462,              0.0001652,              0.0001652,              0.0001652
                    184,                0.67778,                0.33376,                0.82299,                 0.9986,                0.99941,                  0.995,                0.89124,                0.59723,                0.29341,                0.81442,             0.00015695,             0.00015695,             0.00015695
                    185,                0.67054,                0.32322,                 0.8252,                0.99872,                0.99691,                  0.995,                0.88622,                0.59475,                0.29216,                0.81499,              0.0001487,              0.0001487,              0.0001487
                    186,                0.68303,                0.33095,                0.82969,                      1,                0.99853,                  0.995,                0.88708,                  0.593,                0.29192,                 0.8143,             0.00014044,             0.00014044,             0.00014044
                    187,                0.66913,                0.32836,                0.82342,                0.99412,                0.99876,                  0.995,                0.88697,                0.59187,                0.29218,                0.81301,             0.00013219,             0.00013219,             0.00013219
                    188,                0.66721,                0.32354,                0.82231,                0.99306,                0.99943,                  0.995,                0.89095,                0.58632,                0.29069,                 0.8126,             0.00012394,             0.00012394,             0.00012394
                    189,                0.66479,                0.32181,                0.82886,                0.99298,                0.99941,                0.99497,                0.89269,                0.58122,                0.29057,                0.81208,             0.00011569,             0.00011569,             0.00011569
                    190,                 0.6547,                0.32071,                0.82088,                0.99515,                0.99885,                  0.995,                0.88997,                0.58034,                0.28796,                0.81194,             0.00010744,             0.00010744,             0.00010744
                    191,                0.71788,                0.33887,                0.83779,                0.99704,                0.99577,                  0.995,                0.88936,                0.58227,                0.28799,                0.81203,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                0.69334,                0.32677,                0.82722,                0.99654,                0.99554,                  0.995,                 0.8866,                0.59656,                0.29497,                0.81372,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                0.67523,                0.32367,                0.82578,                0.99571,                0.99938,                  0.995,                0.88438,                0.60414,                0.29891,                0.81457,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.66792,                0.31988,                0.83438,                0.99599,                0.99691,                  0.995,                0.88442,                0.59475,                0.29677,                 0.8132,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                 0.6663,                0.32158,                0.83209,                 0.9957,                0.99691,                0.99497,                0.88672,                0.58945,                0.29388,                0.81219,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                0.63552,                0.30986,                0.82424,                0.99727,                0.99691,                  0.995,                0.88501,                0.59052,                0.29233,                0.81224,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                0.65826,                0.31203,                0.82108,                0.99553,                0.99939,                  0.995,                   0.89,                0.58596,                0.29074,                0.81167,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                0.65935,                0.31291,                0.82461,                0.99604,                0.99928,                0.99494,                 0.8902,                0.58242,                0.28991,                0.81166,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                0.64434,                0.30668,                0.82682,                0.99693,                0.99816,                0.99491,                0.88962,                0.58168,                0.29003,                0.81162,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    200,                0.64002,                0.30308,                 0.8232,                0.99692,                0.99768,                0.99475,                0.88949,                 0.5804,                 0.2903,                0.81138,             2.4922e-05,             2.4922e-05,             2.4922e-05
